,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5258,1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,104.7,5630,1
5259,1,1,1,0,30,1,2,1,0,0,0,0,0,0,0,0,3,77.9,1993,0
5260,0,0,0,0,33,1,2,1,2,0,0,0,0,2,0,1,2,90.65,2582,0
5261,1,1,1,0,54,1,2,1,0,2,2,2,2,2,2,1,2,110.45,4964,0
5262,0,0,0,0,59,1,2,0,2,0,0,2,0,2,1,0,0,68.7,3480,0
5263,1,1,0,0,55,0,1,0,2,2,0,0,2,0,0,1,2,44.85,2126,0
5264,1,1,1,0,69,0,1,0,0,0,2,0,0,0,1,1,1,29.8,1754,0
5265,0,0,0,0,66,1,2,1,0,2,0,0,2,0,1,1,0,88.9,4917,0
5266,1,0,1,1,37,1,0,0,2,0,2,2,0,0,1,1,3,58.75,1834,0
5267,1,1,1,0,9,1,0,2,1,1,1,1,1,1,1,0,1,19.85,1381,0
5268,1,0,1,1,69,1,2,0,2,0,2,2,2,2,2,0,0,86.9,5038,0
5269,1,0,0,0,10,1,0,0,0,2,0,0,2,0,0,1,3,59.65,5144,0
5270,1,0,0,1,40,1,0,0,2,2,0,0,0,0,0,1,3,55.25,1758,1
5271,1,0,0,1,13,1,0,0,0,0,0,0,2,2,0,0,1,66.4,6141,0
5272,0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,90.1,4364,1
5273,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.15,613,0
5274,0,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,1,108.1,5618,0
5275,1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,4967,1
5276,1,0,1,1,46,1,0,0,2,0,2,2,0,0,1,0,3,56.9,2218,0
5277,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,4764,1
5278,0,0,1,1,56,1,2,1,2,0,2,2,2,2,0,1,3,109.6,4879,0
5279,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,1,25.15,1328,0
5280,0,0,1,1,33,1,2,0,0,0,2,2,2,2,1,1,2,79.15,2186,0
5281,0,0,1,1,72,1,2,0,2,2,0,2,0,0,2,0,1,66.75,4033,0
5282,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,95.2,2525,1
5283,0,0,0,1,19,1,0,0,0,0,0,2,0,0,0,0,3,48.8,6453,0
5284,0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,1582,1
5285,0,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,80.7,4707,0
5286,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,2,74.5,4976,1
5287,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.55,1617,0
5288,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65,5971,1
5289,0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,3,115.1,5496,0
5290,0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,0,59.7,3516,0
5291,0,0,1,0,68,1,2,1,0,2,2,0,0,0,1,0,1,86.45,4757,0
5292,1,0,0,0,46,0,1,0,0,0,2,2,0,0,1,0,1,33.7,966,0
5293,1,0,0,0,33,1,2,1,2,0,0,0,0,0,1,0,0,80.1,2254,0
5294,0,0,1,1,53,1,2,1,2,2,2,2,0,2,2,1,0,104.05,4613,0
5295,0,1,1,0,50,1,2,1,2,2,2,0,2,2,0,0,0,108.75,4513,0
5296,0,0,0,0,57,0,1,0,2,0,2,2,0,0,1,1,1,41.1,1892,0
5297,0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,1,0,20.35,182,0
5298,0,1,1,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,5160,0
5299,0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2438,1
5300,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,6014,1
5301,1,0,1,1,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2345,1
5302,0,0,1,1,10,1,0,0,0,2,0,2,0,2,0,1,2,65.5,5025,0
5303,1,0,0,1,43,0,1,0,2,2,2,0,0,0,0,1,2,40.45,1515,0
5304,1,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0,70.45,6203,0
5305,0,0,1,0,43,1,0,0,2,0,2,2,2,2,2,1,2,78.8,2995,0
5306,1,0,1,1,19,1,2,1,0,0,0,0,0,2,0,1,2,83.65,860,1
5307,1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.1,6322,0
5308,0,0,0,0,69,1,0,0,2,0,2,2,2,2,2,1,1,82.45,4608,0
5309,0,0,1,0,61,1,0,2,1,1,1,1,1,1,2,0,1,20.25,511,0
5310,1,0,1,0,43,1,2,0,2,2,0,2,0,0,0,0,0,66.25,2510,0
5311,0,0,1,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,846,1
5312,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,51.25,4302,1
5313,1,0,1,0,56,1,0,1,0,0,0,0,2,2,0,0,3,89.7,4195,0
5314,0,0,1,0,70,0,1,0,2,2,2,2,2,2,2,0,0,64.55,3832,0
5315,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.6,3820,1
5316,1,0,1,1,49,1,2,1,0,2,2,0,2,0,1,1,2,93.65,3849,0
5317,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,49.65,2323,1
5318,0,0,1,1,32,1,0,0,2,2,2,2,0,2,2,0,3,73.6,1951,0
5319,0,1,1,0,72,1,2,1,2,0,2,2,2,2,2,1,3,109.75,6048,0
5320,1,0,0,1,37,1,0,0,2,2,0,2,0,0,2,0,1,61.45,1942,0
5321,0,0,1,0,69,1,0,1,2,2,0,2,2,2,1,1,1,106.4,5645,0
5322,0,0,1,0,26,1,0,0,0,2,2,2,2,2,0,0,0,81.9,1703,0
5323,0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,5056,0
5324,1,0,0,0,24,1,2,0,0,0,0,2,0,0,1,0,0,54.6,444,0
5325,1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,2,20.55,6509,0
5326,1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,2488,1
5327,0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.7,4905,0
5328,0,0,1,0,55,1,2,0,2,2,0,2,0,0,1,1,1,66.05,2997,0
5329,0,0,1,0,25,0,1,0,0,0,0,0,2,0,0,1,0,34.0,6220,1
5330,1,1,1,0,10,1,0,1,0,2,2,2,2,0,0,1,3,92.5,6405,1
5331,1,0,1,1,44,0,1,0,2,2,2,2,0,2,2,1,1,54.05,2013,0
5332,0,0,0,0,47,1,0,0,2,2,0,2,0,0,1,1,3,58.9,2439,0
5333,0,0,1,1,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,412,1
5334,0,0,1,1,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,4424,1
5335,0,0,1,0,64,1,0,1,2,0,0,2,2,2,1,1,3,96.9,5106,0
5336,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,1477,0
5337,1,0,0,0,20,1,0,0,0,0,0,2,0,0,0,0,3,50.0,9,0
5338,0,0,1,0,37,0,1,0,2,0,0,2,2,0,2,0,2,45.4,1048,0
5339,1,0,1,1,30,1,2,1,0,0,0,0,2,0,0,0,2,85.45,2164,0
5340,0,0,0,0,38,1,2,0,2,2,2,0,2,2,1,0,0,84.1,2771,0
5341,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,5720,1
5342,0,0,0,0,37,1,0,0,0,0,0,0,2,2,0,1,2,64.75,1980,1
5343,0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,2892,0
5344,1,0,0,1,71,1,0,0,2,2,2,2,2,0,2,1,1,76.9,4588,0
5345,1,0,0,0,26,1,0,1,0,2,2,0,2,0,0,0,2,89.8,1970,1
5346,1,0,0,0,66,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4048,0
5347,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.95,6238,0
5348,1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,6486,0
5349,1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,114.35,5853,0
5350,1,0,1,1,53,1,2,0,2,2,0,0,0,2,2,0,0,69.7,3175,0
5351,0,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,3,95.5,222,1
5352,1,0,0,0,26,1,0,1,0,0,2,2,2,2,0,1,2,98.65,2190,0
5353,1,0,0,0,21,1,0,0,0,0,2,0,0,2,0,0,3,61.65,718,0
5354,0,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,89.35,6300,0
5355,1,0,0,0,48,1,2,1,2,0,0,2,0,2,0,1,2,95.4,3771,0
5356,0,0,1,0,26,0,1,0,2,0,2,0,0,0,1,0,1,35.4,6497,0
5357,1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,0,3,19.95,468,0
5358,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,2874,0
5359,0,1,0,0,10,0,1,0,0,0,0,2,0,0,0,1,2,29.65,2514,1
5360,1,0,1,1,5,1,2,1,2,0,2,0,0,0,0,1,2,84.5,3857,1
5361,0,0,0,1,4,1,0,2,1,1,1,1,1,1,1,1,3,20.4,6177,0
5362,1,0,1,1,65,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1218,0
5363,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.35,1219,0
5364,1,0,0,0,18,1,2,1,0,0,2,0,0,2,0,1,1,90.7,1053,1
5365,1,0,0,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.0,457,0
5366,0,0,1,1,66,1,0,0,2,0,0,0,2,0,2,1,2,59.75,3412,0
5367,0,0,1,1,65,1,2,0,2,2,0,2,2,2,2,1,0,82.5,4369,0
5368,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,1990,1
5369,0,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5336,0
5370,1,0,1,1,16,1,2,1,0,0,2,0,2,0,0,1,0,90.8,820,0
5371,0,0,0,0,54,1,2,1,2,0,2,0,2,2,1,1,0,103.95,4668,1
5372,0,1,0,0,50,1,2,1,0,0,2,2,2,2,0,1,2,104.95,4375,0
5373,1,0,1,0,71,1,0,1,0,2,2,2,2,2,2,1,2,105.25,5659,0
5374,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,2,74.75,6009,1
5375,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,50.8,4235,1
5376,1,0,0,0,18,1,2,2,1,1,1,1,1,1,1,0,3,23.75,3618,0
5377,1,0,0,0,4,1,0,0,0,0,0,2,2,0,0,1,2,61.3,2134,0
5378,0,0,1,1,58,1,2,0,2,0,2,2,2,0,2,0,3,75.8,3755,0
5379,0,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,98.0,4412,0
5380,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.25,811,1
5381,1,0,1,0,32,1,2,1,0,0,2,0,0,0,0,1,2,78.9,2098,1
5382,1,0,1,1,56,0,1,0,2,2,0,2,2,0,1,1,3,52.0,2491,0
5383,1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.75,2653,1
5384,0,0,0,0,4,1,2,0,0,0,0,2,2,0,0,1,3,64.4,2182,0
5385,1,0,0,0,53,1,2,1,0,0,0,0,2,0,0,0,0,85.45,3842,1
5386,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,45.8,3702,0
5387,1,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,2,30.5,336,0
5388,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1492,1
5389,0,0,1,0,51,1,0,1,0,0,0,0,0,0,0,0,3,69.15,3151,0
5390,1,1,0,0,12,1,2,1,0,0,2,0,2,2,0,1,2,99.45,370,1
5391,0,0,0,0,6,0,1,0,0,0,0,2,2,2,1,1,3,49.25,2207,0
5392,1,0,1,1,63,0,1,0,0,2,2,2,0,0,2,0,0,39.35,2032,0
5393,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.6,5513,1
5394,0,0,1,0,48,1,2,1,0,2,0,2,2,2,0,1,1,105.1,4295,0
5395,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,1,81.0,3331,1
5396,0,0,0,1,35,1,0,2,1,1,1,1,1,1,1,1,1,20.1,5179,0
5397,1,0,0,0,6,1,0,1,0,2,0,0,2,0,0,1,2,84.85,4383,1
5398,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.75,3339,0
5399,0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,0,19.75,6507,0
5400,0,0,0,0,33,1,0,1,0,0,0,0,0,0,0,1,0,70.4,2052,0
5401,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,3,20.45,5143,0
5402,0,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,20.35,1509,0
5403,0,0,1,1,54,1,2,0,0,2,2,2,2,2,0,1,2,86.2,3851,0
5404,0,0,0,0,46,1,0,1,2,2,2,0,2,0,1,1,1,95.65,3945,0
5405,1,0,0,1,34,1,2,1,2,2,0,0,2,2,1,1,2,103.8,3004,0
5406,1,0,1,1,71,1,2,1,2,0,0,0,2,2,2,1,2,97.2,5459,0
5407,0,0,1,1,63,1,0,0,2,2,2,2,0,0,2,0,3,63.55,3429,0
5408,0,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,0,24.95,523,0
5409,0,1,0,0,26,1,2,1,0,2,0,0,2,0,0,1,2,89.15,1915,1
5410,0,0,1,0,64,1,0,1,2,0,2,0,2,2,2,1,0,99.0,5140,0
5411,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,2044,1
5412,1,1,1,0,61,1,2,1,0,2,0,2,0,0,1,1,0,85.55,4398,0
5413,0,0,0,0,15,1,0,1,0,0,2,0,2,2,0,1,1,94.0,917,0
5414,1,0,0,0,64,1,2,1,0,2,0,2,2,2,1,1,1,105.65,5458,1
5415,0,0,0,0,18,1,2,0,0,0,0,0,0,0,0,1,2,50.3,6351,0
5416,0,0,1,1,57,1,0,1,0,2,0,0,2,2,1,1,2,95.0,4593,0
5417,1,0,1,1,14,1,0,0,2,2,0,0,0,2,2,1,0,61.4,6082,0
5418,1,1,0,0,18,1,2,1,0,2,0,0,0,0,0,1,1,80.55,754,0
5419,0,1,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,78.5,4641,0
5420,1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,114.3,6110,0
5421,0,0,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.05,5733,0
5422,1,0,1,1,68,1,0,0,2,2,2,2,0,0,2,0,1,62.65,3714,0
5423,1,0,0,0,13,1,0,1,0,0,0,0,0,2,0,1,2,80.85,18,1
5424,1,1,1,0,65,1,2,1,2,2,0,0,2,0,2,1,1,92.7,4888,0
5425,0,0,0,0,30,1,2,1,0,0,2,0,2,2,0,0,2,100.45,2693,0
5426,1,0,1,0,51,1,2,0,0,0,0,2,2,2,2,1,0,75.2,3345,0
5427,0,0,0,0,31,1,2,1,2,0,2,0,0,0,0,1,1,84.75,2262,0
5428,0,0,1,0,9,1,0,1,0,0,0,0,2,2,0,0,2,89.45,6221,1
5429,0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,1,0,79.5,4682,0
5430,1,0,0,0,10,1,2,0,0,0,0,0,2,2,0,1,1,72.15,5991,1
5431,0,0,0,0,37,1,0,2,1,1,1,1,1,1,1,1,2,19.8,5474,0
5432,0,0,0,0,2,1,0,0,0,0,2,2,2,2,0,0,2,76.4,1057,1
5433,1,0,0,0,55,1,0,1,2,2,0,0,2,2,1,1,3,100.9,4605,0
5434,1,0,0,1,33,1,2,1,2,0,2,0,0,2,0,1,0,95.3,2851,0
5435,0,0,1,1,46,1,0,1,0,0,2,2,0,2,1,0,0,90.95,3613,0
5436,0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,54.5,4488,0
5437,0,1,0,0,20,1,2,0,0,0,0,0,0,2,0,1,3,61.6,325,1
5438,1,0,1,0,9,1,0,1,0,2,2,0,0,0,0,1,2,79.9,5734,1
5439,1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,2616,1
5440,0,0,1,1,19,1,0,0,0,0,2,0,0,0,0,1,0,49.6,6472,0
5441,0,0,1,0,70,1,2,0,2,0,2,2,0,0,2,0,1,65.3,4030,1
5442,0,0,0,1,61,1,2,2,1,1,1,1,1,1,2,1,1,25.0,898,0
5443,1,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,2,45.45,425,0
5444,1,0,1,0,45,1,2,1,0,2,2,0,2,2,0,1,0,107.75,4124,0
5445,1,0,1,1,62,1,2,1,0,0,2,0,2,0,2,1,1,89.1,4502,0
5446,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1487,1
5447,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,44.75,878,0
5448,0,0,1,1,41,1,2,1,2,2,2,0,0,2,1,1,0,101.6,3363,0
5449,1,0,1,1,67,1,0,1,0,2,2,2,2,2,2,0,0,103.15,5439,0
5450,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,1,3,84.65,6176,1
5451,0,0,1,0,71,1,2,1,2,2,0,0,2,0,1,0,3,95.65,5413,0
5452,0,0,1,1,37,1,0,0,2,2,0,0,2,2,1,0,0,75.1,2309,0
5453,1,0,1,0,60,1,0,0,2,2,0,2,0,0,2,1,3,61.35,3231,0
5454,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,5447,1
5455,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,1,19.7,528,0
5456,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.05,3001,1
5457,0,0,1,1,11,1,0,0,2,0,0,0,0,0,0,0,0,51.0,4788,0
5458,1,0,0,0,7,1,0,0,2,0,0,0,0,0,0,1,3,51.0,3065,1
5459,0,0,1,1,10,1,0,1,0,0,0,0,2,2,0,1,2,88.85,6389,0
5460,1,0,1,0,34,1,0,2,1,1,1,1,1,1,2,0,1,20.05,5369,0
5461,0,0,0,0,62,1,0,0,2,0,0,2,0,2,2,1,3,65.1,3291,0
5462,1,0,1,0,64,1,2,0,0,2,0,2,0,2,1,1,3,70.15,3800,0
5463,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44.35,3740,1
5464,1,0,0,0,25,1,0,2,1,1,1,1,1,1,2,1,3,20.75,4218,0
5465,0,0,0,0,26,1,0,0,0,2,2,0,0,0,1,1,3,56.05,991,0
5466,1,0,0,1,10,1,0,2,1,1,1,1,1,1,1,1,0,19.95,1808,0
5467,0,0,0,0,53,1,2,1,2,2,2,0,2,0,1,0,3,98.6,4444,0
5468,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.7,4816,1
5469,1,0,0,0,33,1,0,1,0,2,2,0,0,0,0,1,1,79.0,2233,0
5470,0,1,1,0,71,1,0,1,0,2,2,0,0,2,2,0,1,89.45,5177,0
5471,0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,2,74.2,1603,0
5472,1,0,1,1,24,1,2,0,2,0,0,2,2,2,0,0,0,81.0,1522,0
5473,1,0,1,1,20,1,0,0,0,0,2,0,0,0,0,1,2,49.6,6417,0
5474,0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,84.6,6175,0
5475,1,0,0,1,54,1,2,0,0,2,0,0,0,0,0,1,1,55.0,2690,1
5476,0,1,0,0,5,1,0,1,0,0,2,0,2,0,0,1,3,84.85,3547,1
5477,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,84.2,4904,0
5478,1,0,1,0,52,1,0,1,2,2,2,2,2,2,2,1,2,106.3,4553,0
5479,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,69.05,5212,0
5480,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,3818,0
5481,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.65,5669,1
5482,1,0,1,1,33,1,0,0,0,0,2,2,2,2,1,1,3,73.9,2051,1
5483,0,0,1,0,55,1,2,1,0,0,2,0,0,0,0,1,2,77.75,3784,1
5484,1,0,1,1,69,1,2,1,0,0,0,2,2,2,2,1,2,99.35,5412,0
5485,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,50.75,4234,0
5486,1,0,0,0,54,1,2,0,2,0,2,2,2,2,2,0,0,87.1,4004,0
5487,1,0,0,1,33,1,0,2,1,1,1,1,1,1,1,1,3,20.15,5390,0
5488,1,1,1,0,45,1,2,1,0,2,2,2,2,0,1,1,0,98.7,3852,0
5489,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,2,25.2,2789,0
5490,1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,1,0,55.7,2907,0
5491,1,0,0,0,21,1,0,0,2,0,2,0,2,0,0,0,0,65.35,783,0
5492,0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,1,0,25.3,1269,0
5493,0,1,1,0,6,1,2,1,0,0,0,0,0,2,0,1,2,84.35,4009,1
5494,0,0,0,0,8,1,0,1,2,0,0,0,2,0,0,0,2,84.95,5302,1
5495,1,0,0,0,11,1,0,1,0,0,0,2,0,0,0,1,2,73.85,6381,1
5496,1,0,1,1,43,1,2,2,1,1,1,1,1,1,2,0,3,24.25,150,0
5497,1,0,1,1,49,0,1,0,0,2,0,0,2,2,1,1,0,51.8,2195,1
5498,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.0,3904,1
5499,1,1,0,0,15,1,0,1,0,0,0,0,0,2,0,1,2,79.4,293,1
5500,1,0,1,1,60,1,0,0,2,2,2,0,0,0,2,0,0,60.5,3187,0
5501,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,25.1,3272,0
5502,1,1,1,0,16,1,0,1,0,0,0,0,0,0,0,1,0,71.8,313,1
5503,1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,0,20.05,5754,0
5504,1,1,1,0,44,1,2,1,0,2,0,0,0,2,1,0,3,88.4,3350,1
5505,0,0,1,1,12,0,1,0,0,0,0,2,0,0,1,0,1,30.25,3172,0
5506,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610,0
5507,0,0,0,0,28,1,0,0,2,2,0,2,0,0,1,1,2,59.9,1139,0
5508,1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,25.15,1545,0
5509,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,46.0,1844,1
5510,1,0,0,0,18,1,0,1,0,2,2,0,2,2,0,0,1,101.3,1334,0
5511,1,0,1,0,70,1,2,0,2,0,0,2,2,2,2,1,1,76.95,4420,0
5512,0,0,1,1,9,1,2,0,0,2,0,0,0,0,0,1,3,55.3,4241,0
5513,0,1,0,0,67,1,0,1,2,2,0,2,2,0,2,1,0,92.45,5011,0
5514,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,48.45,4050,0
5515,0,0,1,1,18,1,0,2,1,1,1,1,1,1,2,0,3,19.35,2683,0
5516,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,51.75,1636,1
5517,1,1,1,1,71,1,0,1,2,2,2,0,0,0,1,1,0,86.7,5035,0
5518,1,0,1,1,30,1,2,1,2,2,0,0,2,0,0,1,2,94.4,2451,1
5519,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,4566,0
5520,0,0,0,0,55,1,2,1,2,0,2,0,0,0,1,1,1,84.25,3897,0
5521,1,0,0,0,59,1,0,0,0,0,2,2,2,0,0,1,2,64.65,3215,0
5522,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,5504,1
5523,0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.2,4037,0
5524,1,0,1,1,45,1,0,0,2,0,0,2,0,0,2,0,0,54.65,2211,0
5525,0,0,1,1,54,1,2,2,1,1,1,1,1,1,1,1,0,24.75,624,0
5526,1,0,1,1,51,1,2,2,1,1,1,1,1,1,1,1,3,23.95,396,0
5527,0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,0,1,105.0,5814,0
5528,1,0,1,0,44,1,0,0,2,2,0,2,0,0,1,1,0,59.85,2255,0
5529,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3589,0
5530,0,0,0,0,66,1,2,1,0,0,2,0,2,0,1,1,0,92.15,4952,0
5531,1,0,1,1,68,0,1,0,2,2,0,0,2,0,1,0,3,44.8,2579,0
5532,0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,5434,0
5533,0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,0,95.4,1659,0
5534,1,0,0,1,21,1,2,1,2,0,0,0,0,0,0,0,2,80.35,1267,0
5535,0,0,1,1,55,1,2,0,2,0,2,2,2,2,2,1,0,85.1,3941,0
5536,1,0,0,0,9,0,1,0,0,0,0,0,2,0,0,1,1,34.7,2554,1
5537,1,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,115.05,6030,0
5538,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.1,6057,1
5539,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,19.95,3683,0
5540,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,1617,1
5541,0,0,0,0,61,1,2,1,0,0,2,2,2,2,2,1,2,106.6,5174,1
5542,0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,4828,0
5543,0,1,0,0,14,1,0,1,2,2,0,0,0,0,0,0,2,78.85,86,0
5544,1,0,1,0,59,1,2,1,2,2,2,2,2,0,0,1,2,106.75,5068,1
5545,1,1,1,0,21,1,0,1,0,0,2,0,2,0,0,0,0,86.55,1421,0
5546,1,0,0,0,4,0,1,0,2,2,0,2,0,0,0,0,3,42.4,847,0
5547,0,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,89.45,2046,1
5548,1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1229,0
5549,0,0,0,0,3,1,0,1,0,2,0,2,2,2,0,1,2,97.9,2738,1
5550,1,1,0,0,21,1,0,2,1,1,1,1,1,1,1,0,0,20.5,3649,0
5551,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,19.6,3082,0
5552,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.25,4122,0
5553,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,55.7,4566,1
5554,0,0,0,0,63,1,0,2,1,1,1,1,1,1,2,1,3,20.6,543,0
5555,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,684,0
5556,1,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.8,6492,1
5557,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,2,80.2,3286,0
5558,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.4,6225,0
5559,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.65,3333,0
